Date,Invoice ID,Product Name,Category,Quantity,Unit Price,Total Sales,Payment Method,Branch,Customer Type
2024-09-16 05:00:00,INV5950,Shoes,Fashion,3,2466,7398,UPI,City Center,New
2024-10-22 10:00:00,INV5951,Novel,Books,5,350,1750,Card,Riverside,Returning
2024-11-19 17:00:00,INV5952,Jeans,Fashion,2,1628,3256,Online Gateway,Riverside,New
2024-01-29 15:00:00,INV5953,Novel,Books,1,311,311,Online Gateway,City Center,Returning
2024-07-13 05:00:00,INV5954,Notebook,Books,4,253,1012,Cash,City Center,New
2024-03-19 22:00:00,INV5955,Pen Set,Books,5,175,875,Card,City Center,Returning
2024-11-03 21:00:00,INV5956,Headphones,Electronics,1,1507,1507,Card,Riverside,New
2024-07-24 02:00:00,INV5957,Headphones,Electronics,1,1624,1624,Online Gateway,Riverside,Returning
2024-09-20 10:00:00,INV5958,Headphones,Electronics,4,1616,6464,Online Gateway,City Center,New
2024-05-12 15:00:00,INV5959,Mixer Grinder,Home Appliances,2,3623,7246,UPI,Riverside,New
2024-06-07 05:00:00,INV5960,Pen Set,Books,1,-145,-145,UPI,City Center,New
2024-08-03 18:00:00,INV5961,Notebook,Books,3,152,456,Card,City Center,Returning
2024-06-14 08:00:00,INV5962,Laptop,Electronics,2,59880,119760,Card,City Center,New
2024-04-23 04:00:00,INV5963,Notebook,Books,4,36,144,UPI,Riverside,New
2024-01-08 22:00:00,INV5964,T-shirt,Fashion,2,884,1768,Online Gateway,City Center,New
2024-02-25 15:00:00,INV5965,Novel,Books,3,345,1035,UPI,Riverside,New
2024-12-06 21:00:00,INV5966,Pen Set,Books,1,19,19,Cash,City Center,Returning
2024-01-16 18:00:00,INV5967,Laptop,Electronics,4,59822,239288,UPI,City Center,New
2024-06-08 13:00:00,INV5968,Headphones,Electronics,3,1306,3918,Online Gateway,Riverside,Returning
2024-09-22 20:00:00,INV5969,Microwave,Home Appliances,3,7030,21090,Online Gateway,Riverside,New
2024-01-26 15:00:00,INV5970,Pen Set,Books,5,-139,-695,UPI,City Center,Returning
2024-04-07 02:00:00,INV5971,Washing Machine,Home Appliances,4,15152,60608,UPI,City Center,New
2024-03-14 02:00:00,INV5972,Smartphone,Electronics,4,19968,79872,UPI,Riverside,New
2024-01-20 07:00:00,INV5973,Shoes,Fashion,5,2586,12930,Online Gateway,Riverside,Returning
2024-06-26 19:00:00,INV5974,Jeans,Fashion,4,1956,7824,Card,City Center,New
2024-05-11 14:00:00,INV5975,Washing Machine,Home Appliances,1,15013,15013,Card,City Center,New
2024-05-31 00:00:00,INV5976,Smartphone,Electronics,1,20172,20172,Card,Riverside,New
2024-07-24 18:00:00,INV5977,T-shirt,Fashion,4,901,3604,UPI,Riverside,New
2024-08-13 17:00:00,INV5978,Novel,Books,5,307,1535,Card,City Center,New
2024-09-07 04:00:00,INV5979,Jeans,Fashion,1,1989,1989,UPI,Riverside,New
2024-08-21 11:00:00,INV5980,Mixer Grinder,Home Appliances,2,3667,7334,UPI,Riverside,New
2024-04-02 04:00:00,INV5981,Novel,Books,1,432,432,Online Gateway,City Center,Returning
2024-09-12 00:00:00,INV5982,Shoes,Fashion,3,2525,7575,Card,City Center,Returning
2024-08-30 10:00:00,INV5983,Smartphone,Electronics,4,20042,80168,Card,City Center,Returning
2024-01-16 22:00:00,INV5984,Pen Set,Books,2,-86,-172,Online Gateway,Riverside,New
2024-04-04 00:00:00,INV5985,Mixer Grinder,Home Appliances,3,3561,10683,Online Gateway,Riverside,Returning
2024-02-28 20:00:00,INV5986,Washing Machine,Home Appliances,2,15103,30206,Card,Riverside,New
2024-09-13 02:00:00,INV5987,Headphones,Electronics,5,1384,6920,Cash,City Center,New
2024-01-16 11:00:00,INV5988,Headphones,Electronics,2,1491,2982,Card,City Center,Returning
2024-08-29 22:00:00,INV5989,Mixer Grinder,Home Appliances,5,3475,17375,Online Gateway,Riverside,Returning
2024-08-19 21:00:00,INV5990,Microwave,Home Appliances,4,7127,28508,Online Gateway,City Center,Returning
2024-12-12 03:00:00,INV5991,T-shirt,Fashion,3,882,2646,Card,Riverside,Returning
2024-11-05 21:00:00,INV5992,Pen Set,Books,3,144,432,UPI,Riverside,Returning
2024-01-19 14:00:00,INV5993,Headphones,Electronics,1,1418,1418,UPI,City Center,New
2024-02-27 23:00:00,INV5994,Microwave,Home Appliances,3,6976,20928,UPI,City Center,Returning
2024-02-25 20:00:00,INV5995,T-shirt,Fashion,5,962,4810,Online Gateway,Riverside,New
2024-05-02 11:00:00,INV5996,Notebook,Books,1,261,261,UPI,Riverside,New
2024-09-05 17:00:00,INV5997,Washing Machine,Home Appliances,4,14965,59860,Cash,City Center,Returning
2024-07-19 13:00:00,INV5998,Washing Machine,Home Appliances,3,14971,44913,Card,Riverside,Returning
2024-05-28 17:00:00,INV5999,Jeans,Fashion,3,1636,4908,UPI,Riverside,Returning
2024-08-15 06:00:00,INV6000,Smartphone,Electronics,5,20006,100030,Online Gateway,Riverside,New
2024-05-11 06:00:00,INV6001,Pen Set,Books,1,-125,-125,Card,Riverside,New
2024-09-24 06:00:00,INV6002,Laptop,Electronics,1,60002,60002,Card,City Center,New
2024-07-13 01:00:00,INV6003,Pen Set,Books,3,144,432,Online Gateway,City Center,New
2024-10-16 11:00:00,INV6004,T-shirt,Fashion,2,664,1328,UPI,City Center,Returning
2024-11-26 23:00:00,INV6005,Notebook,Books,5,-15,-75,Online Gateway,Riverside,Returning
2024-06-01 14:00:00,INV6006,Mixer Grinder,Home Appliances,1,3590,3590,UPI,Riverside,New
2024-07-05 18:00:00,INV6007,Smartphone,Electronics,5,19817,99085,UPI,City Center,New
2024-07-18 21:00:00,INV6008,Shoes,Fashion,3,2583,7749,Cash,City Center,Returning
2024-07-30 04:00:00,INV6009,Shoes,Fashion,4,2682,10728,Card,Riverside,Returning
2024-08-16 08:00:00,INV6010,Washing Machine,Home Appliances,4,14853,59412,UPI,Riverside,Returning
2024-11-30 17:00:00,INV6011,T-shirt,Fashion,4,608,2432,UPI,City Center,New
2024-02-10 23:00:00,INV6012,Washing Machine,Home Appliances,1,15114,15114,Online Gateway,Riverside,Returning
2024-08-21 15:00:00,INV6013,Pen Set,Books,4,174,696,Card,Riverside,New
2024-12-21 23:00:00,INV6014,Laptop,Electronics,3,60183,180549,Card,Riverside,Returning
2024-03-20 11:00:00,INV6015,Novel,Books,5,332,1660,Cash,City Center,Returning
2024-10-15 12:00:00,INV6016,Washing Machine,Home Appliances,4,15178,60712,Card,Riverside,New
2024-12-30 01:00:00,INV6017,Headphones,Electronics,1,1482,1482,UPI,City Center,New
2024-06-22 22:00:00,INV6018,Laptop,Electronics,4,60032,240128,UPI,Riverside,New
2024-10-29 17:00:00,INV6019,Smartphone,Electronics,2,19997,39994,Card,Riverside,Returning
2024-03-23 22:00:00,INV6020,Shoes,Fashion,5,2489,12445,Online Gateway,Riverside,Returning
2024-08-21 04:00:00,INV6021,T-shirt,Fashion,4,601,2404,Online Gateway,City Center,Returning
2024-06-15 14:00:00,INV6022,Jeans,Fashion,1,1941,1941,Cash,City Center,Returning
2024-06-06 07:00:00,INV6023,Microwave,Home Appliances,3,6989,20967,Cash,City Center,Returning
2024-07-12 13:00:00,INV6024,T-shirt,Fashion,1,757,757,Card,Riverside,New
2024-03-26 21:00:00,INV6025,Notebook,Books,1,119,119,UPI,City Center,New
2024-07-05 23:00:00,INV6026,Mixer Grinder,Home Appliances,3,3639,10917,Online Gateway,Riverside,Returning
2024-07-03 19:00:00,INV6027,Microwave,Home Appliances,4,6979,27916,Online Gateway,Riverside,New
2024-04-20 04:00:00,INV6028,Microwave,Home Appliances,1,6985,6985,UPI,Riverside,Returning
2024-02-13 13:00:00,INV6029,Notebook,Books,2,226,452,UPI,City Center,Returning
2024-11-27 07:00:00,INV6030,Mixer Grinder,Home Appliances,4,3636,14544,Online Gateway,City Center,Returning
2024-09-25 17:00:00,INV6031,Washing Machine,Home Appliances,5,14889,74445,Card,City Center,Returning
2024-04-21 17:00:00,INV6032,Novel,Books,1,549,549,Online Gateway,City Center,Returning
2024-05-13 07:00:00,INV6033,Smartphone,Electronics,3,19907,59721,UPI,Riverside,Returning
2024-10-09 00:00:00,INV6034,Smartphone,Electronics,1,20139,20139,Cash,City Center,New
2024-11-06 00:00:00,INV6035,Jeans,Fashion,3,1836,5508,Online Gateway,City Center,Returning
2024-12-25 17:00:00,INV6036,Novel,Books,3,423,1269,Cash,Riverside,Returning
2024-04-16 06:00:00,INV6037,Headphones,Electronics,2,1480,2960,UPI,Riverside,Returning
2024-06-25 01:00:00,INV6038,Washing Machine,Home Appliances,3,14853,44559,Card,Riverside,Returning
2024-01-25 20:00:00,INV6039,Notebook,Books,4,58,232,Cash,Riverside,Returning
2024-09-09 06:00:00,INV6040,Notebook,Books,3,139,417,Card,Riverside,New
2024-03-03 17:00:00,INV6041,Shoes,Fashion,2,2574,5148,UPI,Riverside,Returning
2024-09-26 12:00:00,INV6042,Mixer Grinder,Home Appliances,1,3696,3696,UPI,Riverside,Returning
2024-10-28 12:00:00,INV6043,Microwave,Home Appliances,3,7056,21168,Cash,Riverside,Returning
2024-03-05 15:00:00,INV6044,Laptop,Electronics,2,60071,120142,UPI,City Center,New
2024-10-12 12:00:00,INV6045,Washing Machine,Home Appliances,2,14922,29844,Card,Riverside,Returning
2024-03-01 09:00:00,INV6046,Laptop,Electronics,3,59809,179427,Online Gateway,City Center,Returning
2024-09-05 01:00:00,INV6047,Washing Machine,Home Appliances,5,15027,75135,Cash,Riverside,Returning
2024-12-18 08:00:00,INV6048,Notebook,Books,5,150,750,Card,Riverside,New
2024-12-01 02:00:00,INV6049,Mixer Grinder,Home Appliances,3,3665,10995,UPI,Riverside,New
2024-04-20 19:00:00,INV6050,Mixer Grinder,Home Appliances,2,3555,7110,UPI,Riverside,Returning
2024-11-08 21:00:00,INV6051,Laptop,Electronics,1,60036,60036,Cash,City Center,Returning
2024-11-24 21:00:00,INV6052,Smartphone,Electronics,1,19839,19839,Online Gateway,Riverside,New
2024-11-06 05:00:00,INV6053,Notebook,Books,1,288,288,Cash,Riverside,New
2024-04-23 09:00:00,INV6054,Washing Machine,Home Appliances,4,15093,60372,UPI,City Center,Returning
2024-05-01 21:00:00,INV6055,Mixer Grinder,Home Appliances,4,3658,14632,Card,Riverside,Returning
2024-10-23 00:00:00,INV6056,Notebook,Books,1,103,103,Card,City Center,Returning
2024-09-17 00:00:00,INV6057,Novel,Books,2,640,1280,Online Gateway,Riverside,Returning
2024-01-22 08:00:00,INV6058,Notebook,Books,2,80,160,Card,Riverside,Returning
2024-01-09 23:00:00,INV6059,Shoes,Fashion,3,2644,7932,UPI,Riverside,New
2024-10-31 03:00:00,INV6060,Microwave,Home Appliances,1,7032,7032,Card,City Center,New
2024-05-11 09:00:00,INV6061,T-shirt,Fashion,1,709,709,Card,Riverside,New
2024-11-06 10:00:00,INV6062,Shoes,Fashion,5,2303,11515,Cash,Riverside,New
2024-03-12 02:00:00,INV6063,Laptop,Electronics,5,60039,300195,UPI,City Center,Returning
2024-03-06 07:00:00,INV6064,Notebook,Books,3,214,642,Card,Riverside,Returning
2024-02-17 00:00:00,INV6065,Notebook,Books,2,60,120,Online Gateway,Riverside,Returning
2024-05-26 06:00:00,INV6066,Smartphone,Electronics,3,20066,60198,Cash,City Center,New
2024-11-23 19:00:00,INV6067,Notebook,Books,1,133,133,Card,Riverside,Returning
2024-04-08 13:00:00,INV6068,Jeans,Fashion,5,1678,8390,Online Gateway,City Center,New
2024-08-20 15:00:00,INV6069,Jeans,Fashion,2,1942,3884,Online Gateway,City Center,Returning
2024-07-23 01:00:00,INV6070,Novel,Books,3,662,1986,Cash,City Center,Returning
2024-08-26 06:00:00,INV6071,Washing Machine,Home Appliances,5,14853,74265,Cash,City Center,New
2024-09-07 01:00:00,INV6072,Shoes,Fashion,2,2338,4676,UPI,City Center,Returning
2024-07-09 07:00:00,INV6073,Headphones,Electronics,4,1342,5368,Cash,Riverside,New
2024-04-24 05:00:00,INV6074,Jeans,Fashion,5,1756,8780,Online Gateway,Riverside,Returning
2024-05-05 20:00:00,INV6075,T-shirt,Fashion,3,793,2379,UPI,City Center,New
2024-09-17 16:00:00,INV6076,Jeans,Fashion,3,1743,5229,UPI,City Center,New
2024-01-10 12:00:00,INV6077,Mixer Grinder,Home Appliances,1,3695,3695,UPI,City Center,New
2024-12-14 10:00:00,INV6078,Washing Machine,Home Appliances,4,14896,59584,Cash,Riverside,New
2024-01-13 06:00:00,INV6079,Laptop,Electronics,2,60082,120164,Cash,City Center,Returning
2024-06-27 12:00:00,INV6080,Pen Set,Books,4,112,448,UPI,City Center,Returning
2024-12-25 01:00:00,INV6081,Microwave,Home Appliances,1,6933,6933,Online Gateway,City Center,New
2024-10-10 09:00:00,INV6082,Laptop,Electronics,1,59933,59933,Card,City Center,New
2024-02-08 06:00:00,INV6083,Jeans,Fashion,3,1630,4890,Cash,City Center,New
2024-01-21 18:00:00,INV6084,Microwave,Home Appliances,2,7077,14154,Card,Riverside,New
2024-04-27 01:00:00,INV6085,Shoes,Fashion,1,2560,2560,Online Gateway,Riverside,Returning
2024-07-25 17:00:00,INV6086,Microwave,Home Appliances,4,6823,27292,Cash,Riverside,Returning
2024-06-06 11:00:00,INV6087,Washing Machine,Home Appliances,1,15078,15078,Card,Riverside,Returning
2024-03-29 06:00:00,INV6088,Headphones,Electronics,5,1491,7455,Cash,Riverside,Returning
2024-09-23 07:00:00,INV6089,Notebook,Books,4,252,1008,Cash,Riverside,New
2024-01-07 01:00:00,INV6090,Smartphone,Electronics,4,19875,79500,Cash,Riverside,Returning
2024-11-26 22:00:00,INV6091,Mixer Grinder,Home Appliances,1,3636,3636,UPI,City Center,Returning
2024-07-09 05:00:00,INV6092,Novel,Books,2,322,644,Card,City Center,Returning
2024-01-09 00:00:00,INV6093,T-shirt,Fashion,3,805,2415,UPI,Riverside,Returning
2024-08-04 03:00:00,INV6094,T-shirt,Fashion,1,901,901,Cash,Riverside,New
2024-10-03 13:00:00,INV6095,Jeans,Fashion,2,1911,3822,Cash,Riverside,Returning
2024-12-09 11:00:00,INV6096,Novel,Books,1,589,589,Online Gateway,City Center,New
2024-04-10 10:00:00,INV6097,T-shirt,Fashion,2,772,1544,Cash,Riverside,New
2024-03-16 20:00:00,INV6098,Smartphone,Electronics,5,19835,99175,UPI,City Center,New
2024-05-03 12:00:00,INV6099,Washing Machine,Home Appliances,5,14872,74360,Online Gateway,Riverside,New
2024-04-15 01:00:00,INV6100,Microwave,Home Appliances,3,6889,20667,Cash,Riverside,New
2024-04-17 00:00:00,INV6101,Smartphone,Electronics,5,19927,99635,Online Gateway,City Center,Returning
2024-09-02 02:00:00,INV6102,Headphones,Electronics,4,1301,5204,Card,City Center,New
2024-03-18 19:00:00,INV6103,Washing Machine,Home Appliances,5,15176,75880,Cash,Riverside,Returning
2024-11-07 01:00:00,INV6104,T-shirt,Fashion,5,605,3025,Card,City Center,New
2024-11-12 18:00:00,INV6105,Jeans,Fashion,5,1718,8590,UPI,City Center,New
2024-05-13 07:00:00,INV6106,Laptop,Electronics,4,59985,239940,Online Gateway,City Center,Returning
2024-09-11 07:00:00,INV6107,Smartphone,Electronics,4,19959,79836,UPI,Riverside,Returning
2024-01-11 00:00:00,INV6108,Novel,Books,2,695,1390,UPI,City Center,New
2024-05-23 08:00:00,INV6109,Headphones,Electronics,1,1455,1455,Cash,City Center,New
2024-07-11 23:00:00,INV6110,Mixer Grinder,Home Appliances,2,3396,6792,Cash,Riverside,Returning
2024-12-10 18:00:00,INV6111,Mixer Grinder,Home Appliances,5,3661,18305,Online Gateway,City Center,New
2024-07-30 13:00:00,INV6112,Jeans,Fashion,5,1832,9160,Cash,Riverside,Returning
2024-06-06 00:00:00,INV6113,Smartphone,Electronics,4,20158,80632,Cash,City Center,New
2024-11-29 03:00:00,INV6114,Jeans,Fashion,4,1856,7424,Online Gateway,City Center,Returning
2024-09-24 21:00:00,INV6115,Smartphone,Electronics,2,19929,39858,Online Gateway,City Center,Returning
2024-05-30 05:00:00,INV6116,Smartphone,Electronics,4,19929,79716,Card,Riverside,New
2024-03-31 13:00:00,INV6117,Shoes,Fashion,4,2497,9988,UPI,City Center,Returning
2024-09-30 16:00:00,INV6118,Washing Machine,Home Appliances,4,15037,60148,Online Gateway,City Center,New
2024-04-18 09:00:00,INV6119,Washing Machine,Home Appliances,3,14914,44742,UPI,Riverside,Returning
2024-04-20 17:00:00,INV6120,Notebook,Books,2,-60,-120,Online Gateway,City Center,New
2024-09-10 08:00:00,INV6121,Shoes,Fashion,2,2390,4780,UPI,Riverside,Returning
2024-11-01 05:00:00,INV6122,Jeans,Fashion,4,1735,6940,UPI,City Center,New
2024-03-30 23:00:00,INV6123,T-shirt,Fashion,5,743,3715,Cash,Riverside,Returning
2024-06-08 14:00:00,INV6124,Pen Set,Books,2,-91,-182,Cash,Riverside,Returning
2024-12-12 09:00:00,INV6125,Laptop,Electronics,3,59948,179844,Card,Riverside,New
2024-07-01 00:00:00,INV6126,Microwave,Home Appliances,5,7199,35995,UPI,Riverside,Returning
2024-02-24 21:00:00,INV6127,Washing Machine,Home Appliances,1,14853,14853,Cash,City Center,Returning
2024-07-06 05:00:00,INV6128,Novel,Books,4,500,2000,UPI,Riverside,Returning
2024-02-21 06:00:00,INV6129,T-shirt,Fashion,3,814,2442,UPI,Riverside,New
2024-02-17 05:00:00,INV6130,Mixer Grinder,Home Appliances,5,3533,17665,Card,City Center,Returning
2024-11-12 23:00:00,INV6131,Notebook,Books,5,7,35,UPI,Riverside,Returning
2024-02-24 05:00:00,INV6132,Notebook,Books,1,288,288,Card,City Center,Returning
2024-03-20 14:00:00,INV6133,Notebook,Books,4,170,680,UPI,Riverside,New
2024-12-02 18:00:00,INV6134,Washing Machine,Home Appliances,4,15170,60680,Card,Riverside,New
2024-12-03 19:00:00,INV6135,Shoes,Fashion,5,2367,11835,Online Gateway,Riverside,New
2024-11-28 02:00:00,INV6136,Novel,Books,4,525,2100,Online Gateway,Riverside,Returning
2024-03-20 20:00:00,INV6137,Microwave,Home Appliances,1,7187,7187,Card,Riverside,New
2024-10-18 12:00:00,INV6138,Washing Machine,Home Appliances,2,15054,30108,Online Gateway,City Center,Returning
2024-04-24 21:00:00,INV6139,Smartphone,Electronics,1,19828,19828,Online Gateway,City Center,Returning
2024-09-26 08:00:00,INV6140,Smartphone,Electronics,2,20083,40166,Online Gateway,City Center,New
2024-01-08 10:00:00,INV6141,Notebook,Books,1,108,108,Card,Riverside,New
2024-09-22 02:00:00,INV6142,Headphones,Electronics,2,1398,2796,Card,City Center,New
2024-12-27 19:00:00,INV6143,Shoes,Fashion,5,2601,13005,Card,Riverside,Returning
2024-01-03 12:00:00,INV6144,Washing Machine,Home Appliances,1,15005,15005,Cash,Riverside,Returning
2024-10-05 09:00:00,INV6145,Pen Set,Books,2,198,396,Cash,Riverside,Returning
2024-04-30 15:00:00,INV6146,Notebook,Books,2,-3,-6,UPI,Riverside,Returning
2024-01-25 09:00:00,INV6147,Jeans,Fashion,2,1906,3812,UPI,City Center,New
2024-08-30 15:00:00,INV6148,Mixer Grinder,Home Appliances,3,3424,10272,Online Gateway,City Center,New
2024-01-23 06:00:00,INV6149,Washing Machine,Home Appliances,3,14929,44787,UPI,Riverside,Returning
2024-05-24 06:00:00,INV6150,Jeans,Fashion,2,1654,3308,Cash,City Center,Returning
2024-06-16 03:00:00,INV6151,Headphones,Electronics,3,1479,4437,UPI,City Center,New
2024-05-21 14:00:00,INV6152,Jeans,Fashion,2,1827,3654,Online Gateway,Riverside,New
2024-03-30 19:00:00,INV6153,Jeans,Fashion,3,1615,4845,Online Gateway,Riverside,Returning
2024-09-05 14:00:00,INV6154,Mixer Grinder,Home Appliances,4,3314,13256,Card,City Center,New
2024-11-01 09:00:00,INV6155,Pen Set,Books,5,-84,-420,Card,City Center,New
2024-10-16 21:00:00,INV6156,Smartphone,Electronics,4,19817,79268,Cash,Riverside,Returning
2024-08-09 21:00:00,INV6157,Washing Machine,Home Appliances,2,15103,30206,Card,Riverside,Returning
2024-12-20 22:00:00,INV6158,Headphones,Electronics,5,1554,7770,Card,City Center,Returning
2024-07-14 23:00:00,INV6159,Headphones,Electronics,3,1590,4770,UPI,Riverside,New
2024-04-22 18:00:00,INV6160,Novel,Books,1,542,542,Online Gateway,Riverside,Returning
2024-01-01 01:00:00,INV6161,Smartphone,Electronics,4,19804,79216,Card,City Center,New
2024-12-12 12:00:00,INV6162,Mixer Grinder,Home Appliances,5,3559,17795,Cash,Riverside,New
2024-02-16 00:00:00,INV6163,Laptop,Electronics,3,59840,179520,Cash,City Center,Returning
2024-03-18 13:00:00,INV6164,T-shirt,Fashion,3,950,2850,Cash,City Center,New
2024-08-07 13:00:00,INV6165,Headphones,Electronics,2,1674,3348,Cash,City Center,Returning
2024-10-16 07:00:00,INV6166,Jeans,Fashion,3,1787,5361,UPI,City Center,Returning
2024-12-12 16:00:00,INV6167,T-shirt,Fashion,5,855,4275,Card,City Center,New
2024-01-19 05:00:00,INV6168,T-shirt,Fashion,4,812,3248,Card,Riverside,Returning
2024-07-20 22:00:00,INV6169,Notebook,Books,1,299,299,Cash,Riverside,New
2024-05-10 09:00:00,INV6170,Washing Machine,Home Appliances,5,15029,75145,UPI,Riverside,New
2024-12-02 17:00:00,INV6171,Laptop,Electronics,2,60169,120338,Online Gateway,City Center,Returning
2024-02-07 13:00:00,INV6172,Mixer Grinder,Home Appliances,3,3449,10347,Card,City Center,New
2024-08-12 22:00:00,INV6173,Novel,Books,3,559,1677,Online Gateway,City Center,New
2024-10-05 06:00:00,INV6174,Pen Set,Books,5,-40,-200,Online Gateway,City Center,Returning
2024-08-18 09:00:00,INV6175,Laptop,Electronics,1,59932,59932,UPI,Riverside,New
2024-10-02 04:00:00,INV6176,Shoes,Fashion,2,2505,5010,Online Gateway,City Center,Returning
2024-06-12 06:00:00,INV6177,Pen Set,Books,5,25,125,Cash,Riverside,New
2024-02-14 11:00:00,INV6178,Smartphone,Electronics,3,19822,59466,Cash,Riverside,Returning
2024-01-02 02:00:00,INV6179,Novel,Books,4,642,2568,Card,City Center,New
2024-10-16 01:00:00,INV6180,Jeans,Fashion,1,1892,1892,Card,City Center,New
2024-10-29 16:00:00,INV6181,Mixer Grinder,Home Appliances,2,3581,7162,UPI,City Center,New
2024-10-23 14:00:00,INV6182,Shoes,Fashion,2,2589,5178,Online Gateway,City Center,Returning
2024-01-23 19:00:00,INV6183,Novel,Books,2,686,1372,Online Gateway,Riverside,New
2024-12-30 22:00:00,INV6184,Novel,Books,1,475,475,UPI,Riverside,New
2024-08-10 10:00:00,INV6185,Smartphone,Electronics,4,19908,79632,Online Gateway,City Center,Returning
2024-05-10 20:00:00,INV6186,Novel,Books,2,309,618,Online Gateway,Riverside,Returning
2024-11-29 04:00:00,INV6187,T-shirt,Fashion,1,758,758,Card,Riverside,Returning
2024-03-07 06:00:00,INV6188,Shoes,Fashion,5,2510,12550,Card,Riverside,New
2024-11-20 00:00:00,INV6189,Jeans,Fashion,5,1640,8200,Card,City Center,New
2024-07-24 23:00:00,INV6190,T-shirt,Fashion,5,840,4200,Online Gateway,City Center,Returning
2024-11-20 22:00:00,INV6191,Pen Set,Books,4,95,380,Card,Riverside,Returning
2024-06-06 23:00:00,INV6192,Shoes,Fashion,3,2401,7203,UPI,Riverside,Returning
2024-02-26 13:00:00,INV6193,Mixer Grinder,Home Appliances,4,3384,13536,Online Gateway,Riverside,Returning
2024-12-03 04:00:00,INV6194,Smartphone,Electronics,3,20007,60021,UPI,City Center,New
2024-05-14 09:00:00,INV6195,Headphones,Electronics,5,1592,7960,Cash,City Center,Returning
2024-04-12 12:00:00,INV6196,Mixer Grinder,Home Appliances,1,3628,3628,UPI,City Center,Returning
2024-12-30 01:00:00,INV6197,Microwave,Home Appliances,5,7014,35070,Cash,City Center,New
2024-04-23 16:00:00,INV6198,Novel,Books,3,304,912,Cash,Riverside,Returning
2024-10-07 06:00:00,INV6199,Microwave,Home Appliances,2,7044,14088,Online Gateway,City Center,Returning
2024-11-07 17:00:00,INV6200,Headphones,Electronics,4,1495,5980,Card,City Center,Returning
2024-09-24 22:00:00,INV6201,T-shirt,Fashion,5,678,3390,Cash,City Center,Returning
2024-05-09 18:00:00,INV6202,Novel,Books,2,327,654,Cash,Riverside,New
2024-01-26 16:00:00,INV6203,Smartphone,Electronics,3,19875,59625,Online Gateway,City Center,New
2024-05-31 20:00:00,INV6204,Pen Set,Books,1,235,235,Online Gateway,City Center,New
2024-09-24 05:00:00,INV6205,Washing Machine,Home Appliances,3,14833,44499,UPI,Riverside,Returning
2024-02-20 03:00:00,INV6206,Washing Machine,Home Appliances,5,14806,74030,Cash,City Center,Returning
2024-04-16 21:00:00,INV6207,Headphones,Electronics,5,1414,7070,Card,Riverside,Returning
2024-05-12 06:00:00,INV6208,Microwave,Home Appliances,3,6883,20649,Card,City Center,Returning
2024-05-08 09:00:00,INV6209,Novel,Books,4,650,2600,Online Gateway,Riverside,Returning
2024-04-19 14:00:00,INV6210,Smartphone,Electronics,3,19927,59781,Cash,City Center,New
2024-05-11 17:00:00,INV6211,Washing Machine,Home Appliances,2,15179,30358,UPI,Riverside,New
2024-06-29 01:00:00,INV6212,Washing Machine,Home Appliances,3,14805,44415,Cash,City Center,New
2024-09-18 05:00:00,INV6213,Novel,Books,5,308,1540,Cash,City Center,Returning
2024-10-22 19:00:00,INV6214,T-shirt,Fashion,4,808,3232,Cash,Riverside,Returning
2024-11-03 08:00:00,INV6215,Headphones,Electronics,4,1557,6228,Online Gateway,City Center,Returning
2024-06-18 22:00:00,INV6216,Jeans,Fashion,3,1937,5811,Cash,Riverside,New
2024-08-29 17:00:00,INV6217,Notebook,Books,2,-37,-74,Online Gateway,Riverside,New
2024-06-21 23:00:00,INV6218,Pen Set,Books,1,226,226,Online Gateway,Riverside,Returning
2024-04-18 08:00:00,INV6219,T-shirt,Fashion,5,715,3575,Card,Riverside,New
2024-09-14 07:00:00,INV6220,Notebook,Books,5,104,520,Cash,Riverside,Returning
2024-01-28 18:00:00,INV6221,Shoes,Fashion,5,2393,11965,UPI,City Center,Returning
2024-01-12 19:00:00,INV6222,Mixer Grinder,Home Appliances,2,3471,6942,Online Gateway,City Center,New
2024-08-31 08:00:00,INV6223,Mixer Grinder,Home Appliances,1,3413,3413,Card,City Center,Returning
2024-05-28 13:00:00,INV6224,Shoes,Fashion,3,2474,7422,Card,City Center,New
2024-07-10 09:00:00,INV6225,Headphones,Electronics,2,1516,3032,UPI,City Center,New
2024-03-02 01:00:00,INV6226,Headphones,Electronics,3,1688,5064,Online Gateway,Riverside,New
2024-12-12 17:00:00,INV6227,Notebook,Books,5,175,875,UPI,City Center,Returning
2024-07-16 06:00:00,INV6228,Headphones,Electronics,1,1423,1423,Card,Riverside,New
2024-09-17 17:00:00,INV6229,Jeans,Fashion,1,1804,1804,Cash,City Center,New
2024-11-02 22:00:00,INV6230,Headphones,Electronics,3,1349,4047,Cash,Riverside,New
2024-06-02 00:00:00,INV6231,Jeans,Fashion,3,1766,5298,Online Gateway,City Center,Returning
2024-11-03 14:00:00,INV6232,Notebook,Books,1,39,39,Card,City Center,Returning
2024-10-01 11:00:00,INV6233,Jeans,Fashion,4,1756,7024,Cash,City Center,New
2024-02-11 08:00:00,INV6234,Jeans,Fashion,3,1644,4932,Card,Riverside,New
2024-10-12 18:00:00,INV6235,Mixer Grinder,Home Appliances,1,3548,3548,Cash,City Center,New
2024-03-29 09:00:00,INV6236,Pen Set,Books,3,-140,-420,UPI,City Center,Returning
2024-04-02 15:00:00,INV6237,Novel,Books,3,690,2070,Cash,Riverside,New
